"","Province_State","Country_Region","Last_Update","Confirmed","Deaths","Recovered","Lat","Long_","Active","Admin2","FIPS","Combined_Key","date"
"25980","Colorado","US","2020-03-27 22:14:55",1,0,0,37.82247444,-107.3004345,0,"Hinsdale",8053,"Hinsdale, Colorado, US","03-27-2020"
"26004","Georgia","US","2020-03-27 22:14:55",9,0,0,32.45802497,-83.66879087,0,"Houston",13153,"Houston, Georgia, US","03-27-2020"
"26019","Colorado","US","2020-03-27 22:14:55",1,0,0,37.68473101,-104.9612585,0,"Huerfano",8055,"Huerfano, Colorado, US","03-27-2020"
"26058","Georgia","US","2020-03-27 22:14:55",3,0,0,31.60213036,-83.27501387,0,"Irwin",13155,"Irwin, Georgia, US","03-27-2020"
"26070","Colorado","US","2020-03-27 22:14:55",0,0,0,40.6659387,-106.3408905,0,"Jackson",8057,"Jackson, Colorado, US","03-27-2020"
"26072","Georgia","US","2020-03-27 22:14:55",2,0,0,34.13794553,-83.56814788,0,"Jackson",13157,"Jackson, Georgia, US","03-27-2020"
"26093","Georgia","US","2020-03-27 22:14:55",2,0,0,33.31535543,-83.68844964,0,"Jasper",13159,"Jasper, Georgia, US","03-27-2020"
"26102","Georgia","US","2020-03-27 22:14:55",0,0,0,31.80405727,-82.6372487,0,"Jeff Davis",13161,"Jeff Davis, Georgia, US","03-27-2020"
"26106","Colorado","US","2020-03-27 22:14:55",131,2,0,39.58635604,-105.2517692,0,"Jefferson",8059,"Jefferson, Colorado, US","03-27-2020"
"26108","Georgia","US","2020-03-27 22:14:55",0,0,0,33.05867328,-82.41609057,0,"Jefferson",13163,"Jefferson, Georgia, US","03-27-2020"
"26132","Georgia","US","2020-03-27 22:14:55",0,0,0,32.79248718,-81.96040187,0,"Jenkins",13165,"Jenkins, Georgia, US","03-27-2020"
"26143","Georgia","US","2020-03-27 22:14:55",0,0,0,32.70211082,-82.66166794,0,"Johnson",13167,"Johnson, Georgia, US","03-27-2020"
"26156","Georgia","US","2020-03-27 22:14:55",2,0,0,33.02512137,-83.56019163,0,"Jones",13169,"Jones, Georgia, US","03-27-2020"
"26220","Colorado","US","2020-03-27 22:14:55",0,0,0,38.43260896,-102.7392145,0,"Kiowa",8061,"Kiowa, Colorado, US","03-27-2020"
"26223","Colorado","US","2020-03-27 22:14:55",1,0,0,39.30497777,-102.6022199,0,"Kit Carson",8063,"Kit Carson, Colorado, US","03-27-2020"
"26248","Colorado","US","2020-03-27 22:14:55",5,0,0,37.28632032,-107.8429014,0,"La Plata",8067,"La Plata, Colorado, US","03-27-2020"
"26267","Colorado","US","2020-03-27 22:14:55",0,0,0,39.20278823,-106.3555697,0,"Lake",8065,"Lake, Colorado, US","03-27-2020"
"26281","Georgia","US","2020-03-27 22:14:55",3,0,0,33.07841647,-84.14263877,0,"Lamar",13171,"Lamar, Georgia, US","03-27-2020"
"26295","Georgia","US","2020-03-27 22:14:55",0,0,0,31.0382857,-83.06472457,0,"Lanier",13173,"Lanier, Georgia, US","03-27-2020"
"26298","Colorado","US","2020-03-27 22:14:55",61,1,0,40.66671597,-105.4625784,0,"Larimer",8069,"Larimer, Colorado, US","03-27-2020"
"26300","Colorado","US","2020-03-27 22:14:55",0,0,0,37.3153406,-104.0376458,0,"Las Animas",8071,"Las Animas, Colorado, US","03-27-2020"
"26308","Georgia","US","2020-03-27 22:14:55",7,0,0,32.46325233,-82.92221316,0,"Laurens",13175,"Laurens, Georgia, US","03-27-2020"
"26331","Georgia","US","2020-03-27 22:14:55",35,0,0,31.7793306,-84.14324253,0,"Lee",13177,"Lee, Georgia, US","03-27-2020"
"26362","Georgia","US","2020-03-27 22:14:55",1,0,0,31.82588896,-81.49251135,0,"Liberty",13179,"Liberty, Georgia, US","03-27-2020"
"26369","Colorado","US","2020-03-27 22:14:55",0,0,0,38.98749519,-103.5136649,0,"Lincoln",8073,"Lincoln, Colorado, US","03-27-2020"
"26370","Georgia","US","2020-03-27 22:14:55",3,0,0,33.79201475,-82.45024131,0,"Lincoln",13181,"Lincoln, Georgia, US","03-27-2020"
"26408","Colorado","US","2020-03-27 22:14:55",2,0,0,40.7249637,-103.110817,0,"Logan",8075,"Logan, Colorado, US","03-27-2020"
"26417","Georgia","US","2020-03-27 22:14:55",1,0,0,31.75218791,-81.74952375,0,"Long",13183,"Long, Georgia, US","03-27-2020"
"26430","Georgia","US","2020-03-27 22:14:55",16,0,0,30.83568832,-83.27056716,0,"Lowndes",13185,"Lowndes, Georgia, US","03-27-2020"
"26436","Georgia","US","2020-03-27 22:14:55",4,0,0,34.57286511,-84.00425681,0,"Lumpkin",13187,"Lumpkin, Georgia, US","03-27-2020"
"26452","Georgia","US","2020-03-27 22:14:55",1,0,0,32.35207048,-84.04234127,0,"Macon",13193,"Macon, Georgia, US","03-27-2020"
"26462","Georgia","US","2020-03-27 22:14:55",3,0,0,34.12920917,-83.21218732,0,"Madison",13195,"Madison, Georgia, US","03-27-2020"
"26499","Georgia","US","2020-03-27 22:14:55",0,0,0,32.3483402,-84.52733571,0,"Marion",13197,"Marion, Georgia, US","03-27-2020"
"26562","Georgia","US","2020-03-27 22:14:55",0,0,0,33.47851918,-82.48252774,0,"McDuffie",13189,"McDuffie, Georgia, US","03-27-2020"
"26565","Georgia","US","2020-03-27 22:14:55",0,0,0,31.49683595,-81.40163426,0,"McIntosh",13191,"McIntosh, Georgia, US","03-27-2020"
"26610","Georgia","US","2020-03-27 22:14:55",3,0,0,33.04163534,-84.68859732,0,"Meriwether",13199,"Meriwether, Georgia, US","03-27-2020"
"26613","Colorado","US","2020-03-27 22:14:55",6,0,0,39.01787888,-108.469799,0,"Mesa",8077,"Mesa, Colorado, US","03-27-2020"
"26630","Georgia","US","2020-03-27 22:14:55",2,0,0,31.16568912,-84.73151117,0,"Miller",13201,"Miller, Georgia, US","03-27-2020"
"26636","Colorado","US","2020-03-27 22:14:55",0,0,0,37.66954283,-106.9281698,0,"Mineral",8079,"Mineral, Colorado, US","03-27-2020"
"26647","Georgia","US","2020-03-27 22:14:55",14,0,0,31.22483255,-84.19381821,0,"Mitchell",13205,"Mitchell, Georgia, US","03-27-2020"
"26654","Colorado","US","2020-03-27 22:14:55",0,0,0,40.61810999,-108.2070876,0,"Moffat",8081,"Moffat, Colorado, US","03-27-2020"
"26664","Georgia","US","2020-03-27 22:14:55",3,0,0,33.014289,-83.92097166,0,"Monroe",13207,"Monroe, Georgia, US","03-27-2020"
"26681","Colorado","US","2020-03-27 22:14:55",0,0,0,37.33859579,-108.5958857,0,"Montezuma",8083,"Montezuma, Colorado, US","03-27-2020"
"26684","Georgia","US","2020-03-27 22:14:55",0,0,0,32.17201038,-82.53527476,0,"Montgomery",13209,"Montgomery, Georgia, US","03-27-2020"
"26702","Colorado","US","2020-03-27 22:14:55",4,0,0,38.40214114,-108.2639022,0,"Montrose",8085,"Montrose, Colorado, US","03-27-2020"
"26710","Colorado","US","2020-03-27 22:14:55",3,0,0,40.2627981,-103.8093302,0,"Morgan",8087,"Morgan, Colorado, US","03-27-2020"
"26711","Georgia","US","2020-03-27 22:14:55",1,0,0,33.59232073,-83.49129491,0,"Morgan",13211,"Morgan, Georgia, US","03-27-2020"
"26735","Georgia","US","2020-03-27 22:14:55",0,0,0,34.78897608,-84.74993177,0,"Murray",13213,"Murray, Georgia, US","03-27-2020"
"26739","Georgia","US","2020-03-27 22:14:55",8,0,0,32.50931999,-84.87142262,0,"Muscogee",13215,"Muscogee, Georgia, US","03-27-2020"
"26777","Georgia","US","2020-03-27 22:14:55",15,0,0,33.55514538,-83.8454714,0,"Newton",13217,"Newton, Georgia, US","03-27-2020"
"26819","Georgia","US","2020-03-27 22:14:55",10,0,0,33.83749973,-83.43679568,0,"Oconee",13219,"Oconee, Georgia, US","03-27-2020"
"26825","Georgia","US","2020-03-27 22:14:55",0,0,0,33.8786296,-83.08278123,0,"Oglethorpe",13221,"Oglethorpe, Georgia, US","03-27-2020"
"26869","Colorado","US","2020-03-27 22:14:55",1,0,0,37.9014485,-103.7173385,0,"Otero",8089,"Otero, Colorado, US","03-27-2020"
"26881","Colorado","US","2020-03-27 22:14:55",0,0,0,38.14717457,-107.7675136,0,"Ouray",8091,"Ouray, Colorado, US","03-27-2020"
"26903","Colorado","US","2020-03-27 22:14:55",1,0,0,39.120926,-105.7182065,0,"Park",8093,"Park, Colorado, US","03-27-2020"
"26913","Georgia","US","2020-03-27 22:14:55",12,0,0,33.91969522,-84.86848792,0,"Paulding",13223,"Paulding, Georgia, US","03-27-2020"
"26920","Georgia","US","2020-03-27 22:14:55",6,0,0,32.56934316,-83.82937,0,"Peach",13225,"Peach, Georgia, US","03-27-2020"
"26957","Colorado","US","2020-03-27 22:14:55",0,0,0,40.59414277,-102.3577703,0,"Phillips",8095,"Phillips, Colorado, US","03-27-2020"
"26963","Georgia","US","2020-03-27 22:14:55",4,0,0,34.46589159,-84.46406611,0,"Pickens",13227,"Pickens, Georgia, US","03-27-2020"
"26966","Georgia","US","2020-03-27 22:14:55",1,0,0,31.35928155,-82.21598442,0,"Pierce",13229,"Pierce, Georgia, US","03-27-2020"
"26973","Georgia","US","2020-03-27 22:14:55",0,0,0,33.09310242,-84.38790389,0,"Pike",13231,"Pike, Georgia, US","03-27-2020"
"26987","Colorado","US","2020-03-27 22:14:55",23,0,0,39.21720112,-106.9310027,0,"Pitkin",8097,"Pitkin, Colorado, US","03-27-2020"
"27007","Georgia","US","2020-03-27 22:14:55",10,0,0,34.00267074,-85.18677781,0,"Polk",13233,"Polk, Georgia, US","03-27-2020"
"27056","Colorado","US","2020-03-27 22:14:55",0,0,0,37.95544985,-102.3926052,0,"Prowers",8099,"Prowers, Colorado, US","03-27-2020"
"27057","Colorado","US","2020-03-27 22:14:55",3,0,0,38.17359144,-104.5127437,0,"Pueblo",8101,"Pueblo, Colorado, US","03-27-2020"
"27059","Georgia","US","2020-03-27 22:14:55",1,0,0,32.23334561,-83.4754996,0,"Pulaski",13235,"Pulaski, Georgia, US","03-27-2020"
"27067","Georgia","US","2020-03-27 22:14:55",0,0,0,33.32056115,-83.37552891,0,"Putnam",13237,"Putnam, Georgia, US","03-27-2020"
"27078","Georgia","US","2020-03-27 22:14:55",0,0,0,31.86728114,-85.01773177,0,"Quitman",13239,"Quitman, Georgia, US","03-27-2020"
"27080","Georgia","US","2020-03-27 22:14:55",0,0,0,34.88389445,-83.40304637,0,"Rabun",13241,"Rabun, Georgia, US","03-27-2020"
"27091","Georgia","US","2020-03-27 22:14:55",3,0,0,31.76622818,-84.75732369,0,"Randolph",13243,"Randolph, Georgia, US","03-27-2020"
"27131","Georgia","US","2020-03-27 22:14:55",11,0,0,33.35777107,-82.07026432,0,"Richmond",13245,"Richmond, Georgia, US","03-27-2020"
"27139","Colorado","US","2020-03-27 22:14:55",0,0,0,39.97913541,-108.2179009,0,"Rio Blanco",8103,"Rio Blanco, Colorado, US","03-27-2020"
"27140","Colorado","US","2020-03-27 22:14:55",2,0,0,37.5836865,-106.3847838,0,"Rio Grande",8105,"Rio Grande, Colorado, US","03-27-2020"
"27161","Georgia","US","2020-03-27 22:14:55",16,0,0,33.65145002,-84.02202167,0,"Rockdale",13247,"Rockdale, Georgia, US","03-27-2020"
"27177","Colorado","US","2020-03-27 22:14:55",9,0,0,40.48596505,-106.9905548,0,"Routt",8107,"Routt, Colorado, US","03-27-2020"
"27198","Colorado","US","2020-03-27 22:14:55",0,0,0,38.08054629,-106.282466,0,"Saguache",8109,"Saguache, Colorado, US","03-27-2020"
"27216","Colorado","US","2020-03-27 22:14:55",0,0,0,37.76248981,-107.6763289,0,"San Juan",8111,"San Juan, Colorado, US","03-27-2020"
"27222","Colorado","US","2020-03-27 22:14:55",1,0,0,38.00450883,-108.4020725,0,"San Miguel",8113,"San Miguel, Colorado, US","03-27-2020"
"27248","Georgia","US","2020-03-27 22:14:55",0,0,0,32.2654021,-84.31258912,0,"Schley",13249,"Schley, Georgia, US","03-27-2020"
"27270","Georgia","US","2020-03-27 22:14:55",0,0,0,32.74976524,-81.60779441,0,"Screven",13251,"Screven, Georgia, US","03-27-2020"
"27274","Colorado","US","2020-03-27 22:14:55",0,0,0,40.87595412,-102.3519227,0,"Sedgwick",8115,"Sedgwick, Colorado, US","03-27-2020"
"27277","Georgia","US","2020-03-27 22:14:55",2,0,0,30.93464824,-84.86823924,0,"Seminole",13253,"Seminole, Georgia, US","03-27-2020"
"27350","Georgia","US","2020-03-27 22:14:55",11,0,0,33.26310031,-84.28013991,0,"Spalding",13255,"Spalding, Georgia, US","03-27-2020"
"27400","Georgia","US","2020-03-27 22:14:55",1,0,0,34.55151201,-83.29405315,0,"Stephens",13257,"Stephens, Georgia, US","03-27-2020"
"27410","Georgia","US","2020-03-27 22:14:55",0,0,0,32.07996777,-84.83208037,0,"Stewart",13259,"Stewart, Georgia, US","03-27-2020"
"27435","Colorado","US","2020-03-27 22:14:55",11,0,0,39.63803232,-106.1150762,0,"Summit",8117,"Summit, Colorado, US","03-27-2020"
"27442","Georgia","US","2020-03-27 22:14:55",10,0,0,32.03650571,-84.19821492,0,"Sumter",13261,"Sumter, Georgia, US","03-27-2020"
"27460","Georgia","US","2020-03-27 22:14:55",0,0,0,32.69642758,-84.53351366,0,"Talbot",13263,"Talbot, Georgia, US","03-27-2020"
"27462","Georgia","US","2020-03-27 22:14:55",0,0,0,33.56543317,-82.88136816,0,"Taliaferro",13265,"Taliaferro, Georgia, US","03-27-2020"
"27472","Georgia","US","2020-03-27 22:14:55",2,0,0,32.04785085,-82.05539188,0,"Tattnall",13267,"Tattnall, Georgia, US","03-27-2020"
"27474","Georgia","US","2020-03-27 22:14:55",1,0,0,32.55792548,-84.25077141,0,"Taylor",13269,"Taylor, Georgia, US","03-27-2020"
"27483","Georgia","US","2020-03-27 22:14:55",0,0,0,31.92829517,-82.93491155,0,"Telfair",13271,"Telfair, Georgia, US","03-27-2020"
"27484","Colorado","US","2020-03-27 22:14:55",7,1,0,38.88133511,-105.1614893,0,"Teller",8119,"Teller, Colorado, US","03-27-2020"
"27487","Georgia","US","2020-03-27 22:14:55",6,0,0,31.77527543,-84.44069698,0,"Terrell",13273,"Terrell, Georgia, US","03-27-2020"
"27496","Georgia","US","2020-03-27 22:14:55",3,0,0,30.86392347,-83.91847289,0,"Thomas",13275,"Thomas, Georgia, US","03-27-2020"
"27502","Georgia","US","2020-03-27 22:14:55",11,0,0,31.45743864,-83.5236119,0,"Tift",13277,"Tift, Georgia, US","03-27-2020"
"27521","Georgia","US","2020-03-27 22:14:55",1,0,0,32.12059861,-82.32957247,0,"Toombs",13279,"Toombs, Georgia, US","03-27-2020"
"27524","Georgia","US","2020-03-27 22:14:55",0,0,0,34.91369188,-83.7410746,0,"Towns",13281,"Towns, Georgia, US","03-27-2020"
"27532","Georgia","US","2020-03-27 22:14:55",0,0,0,32.40422134,-82.56904553,0,"Treutlen",13283,"Treutlen, Georgia, US","03-27-2020"
"27538","Georgia","US","2020-03-27 22:14:55",11,0,0,33.03349196,-85.02812115,0,"Troup",13285,"Troup, Georgia, US","03-27-2020"
"27546","Georgia","US","2020-03-27 22:14:55",2,0,0,31.71612656,-83.62069378,0,"Turner",13287,"Turner, Georgia, US","03-27-2020"
"27551","Georgia","US","2020-03-27 22:14:55",2,0,0,32.67435595,-83.43078662,0,"Twiggs",13289,"Twiggs, Georgia, US","03-27-2020"
"27564","Colorado","US","2020-03-27 22:14:55",102,8,0,0,0,0,"Unassigned",NA,"Unassigned, Colorado, US","03-27-2020"
"27566","Georgia","US","2020-03-27 22:14:55",217,42,0,0,0,0,"Unassigned",NA,"Unassigned, Georgia, US","03-27-2020"
"27588","Georgia","US","2020-03-27 22:14:55",0,0,0,34.82995757,-83.98967069,0,"Union",13291,"Union, Georgia, US","03-27-2020"
"27606","Georgia","US","2020-03-27 22:14:55",2,0,0,32.87920671,-84.30024826,0,"Upson",13293,"Upson, Georgia, US","03-27-2020"
"27649","Georgia","US","2020-03-27 22:14:55",0,0,0,34.73376362,-85.30165174,0,"Walker",13295,"Walker, Georgia, US","03-27-2020"
"27658","Georgia","US","2020-03-27 22:14:55",0,0,0,33.78017694,-83.73552314,0,"Walton",13297,"Walton, Georgia, US","03-27-2020"
"27664","Georgia","US","2020-03-27 22:14:55",2,0,0,31.05449097,-82.42224148,0,"Ware",13299,"Ware, Georgia, US","03-27-2020"
"27665","Georgia","US","2020-03-27 22:14:55",0,0,0,33.41146451,-82.67795848,0,"Warren",13301,"Warren, Georgia, US","03-27-2020"
"27687","Colorado","US","2020-03-27 22:14:55",1,0,0,39.97015535,-103.202587,0,"Washington",8121,"Washington, Colorado, US","03-27-2020"
"27689","Georgia","US","2020-03-27 22:14:55",2,0,0,32.96711864,-82.79357039,0,"Washington",13303,"Washington, Georgia, US","03-27-2020"
"27724","Georgia","US","2020-03-27 22:14:55",0,0,0,31.5521809,-81.91894878,0,"Wayne",13305,"Wayne, Georgia, US","03-27-2020"
"27744","Georgia","US","2020-03-27 22:14:55",0,0,0,32.04066113,-84.54742852,0,"Webster",13307,"Webster, Georgia, US","03-27-2020"
"27752","Colorado","US","2020-03-27 22:14:55",107,4,0,40.55499405,-104.3929621,0,"Weld",8123,"Weld, Colorado, US","03-27-2020"
"27767","Georgia","US","2020-03-27 22:14:55",0,0,0,32.12009104,-82.72574721,0,"Wheeler",13309,"Wheeler, Georgia, US","03-27-2020"
"27772","Georgia","US","2020-03-27 22:14:55",1,0,0,34.64624278,-83.74905525,0,"White",13311,"White, Georgia, US","03-27-2020"
"27778","Georgia","US","2020-03-27 22:14:55",6,0,0,34.80987459,-84.96093476,0,"Whitfield",13313,"Whitfield, Georgia, US","03-27-2020"
"27788","Georgia","US","2020-03-27 22:14:55",0,0,0,31.97496928,-83.43438555,0,"Wilcox",13315,"Wilcox, Georgia, US","03-27-2020"
"27789","Georgia","US","2020-03-27 22:14:55",1,0,0,33.78290391,-82.74286107,0,"Wilkes",13317,"Wilkes, Georgia, US","03-27-2020"
"27792","Georgia","US","2020-03-27 22:14:55",0,0,0,32.80291082,-83.17140684,0,"Wilkinson",13319,"Wilkinson, Georgia, US","03-27-2020"
"27837","Georgia","US","2020-03-27 22:14:55",7,0,0,31.55162306,-83.85090513,0,"Worth",13321,"Worth, Georgia, US","03-27-2020"
"27874","Colorado","US","2020-03-27 22:14:55",2,0,0,40.00346839,-102.4258673,0,"Yuma",8125,"Yuma, Colorado, US","03-27-2020"
"28142","Colorado","US","3/28/20 23:05",71,0,0,39.87432092,-104.3362578,0,"Adams",8001,"Adams, Colorado, US","03-28-2020"
"28160","Colorado","US","3/28/20 23:05",1,0,0,37.57250606,-105.7885451,0,"Alamosa",8003,"Alamosa, Colorado, US","03-28-2020"
"28209","Georgia","US","3/28/20 23:05",0,0,0,31.74847232,-82.28909114,0,"Appling",13001,"Appling, Georgia, US","03-28-2020"
"28212","Colorado","US","3/28/20 23:05",155,1,0,39.64977461,-104.3353617,0,"Arapahoe",8005,"Arapahoe, Colorado, US","03-28-2020"
"28214","Colorado","US","3/28/20 23:05",0,0,0,37.19474156,-107.0476867,0,"Archuleta",8007,"Archuleta, Colorado, US","03-28-2020"
"28234","Georgia","US","3/28/20 23:05",0,0,0,31.29633502,-82.87545866,0,"Atkinson",13003,"Atkinson, Georgia, US","03-28-2020"
"28247","Colorado","US","3/28/20 23:05",1,0,0,37.31940883,-102.5603223,0,"Baca",8009,"Baca, Colorado, US","03-28-2020"
"28248","Georgia","US","3/28/20 23:05",0,0,0,31.55456473,-82.45936528,0,"Bacon",13005,"Bacon, Georgia, US","03-28-2020"
"28251","Georgia","US","3/28/20 23:05",1,1,0,31.32669878,-84.44218806,0,"Baker",13007,"Baker, Georgia, US","03-28-2020"
"28254","Georgia","US","3/28/20 23:05",2,0,0,33.06882326,-83.24701748,0,"Baldwin",13009,"Baldwin, Georgia, US","03-28-2020"
"28260","Georgia","US","3/28/20 23:05",0,0,0,34.35607081,-83.49644388,0,"Banks",13011,"Banks, Georgia, US","03-28-2020"
"28272","Georgia","US","3/28/20 23:05",7,1,0,33.99148694,-83.71436292,0,"Barrow",13013,"Barrow, Georgia, US","03-28-2020"
"28278","Georgia","US","3/28/20 23:05",116,1,0,34.23732119,-84.83887523,0,"Bartow",13015,"Bartow, Georgia, US","03-28-2020"
"28308","Georgia","US","3/28/20 23:05",2,0,0,31.76095874,-83.22145359,0,"Ben Hill",13017,"Ben Hill, Georgia, US","03-28-2020"
"28313","Colorado","US","3/28/20 23:05",0,0,0,37.95474293,-103.0720195,0,"Bent",8011,"Bent, Colorado, US","03-28-2020"
"28330","Georgia","US","3/28/20 23:05",0,0,0,31.27590016,-83.2252992,0,"Berrien",13019,"Berrien, Georgia, US","03-28-2020"
"28336","Georgia","US","3/28/20 23:05",11,0,0,32.80904227,-83.70489165,0,"Bibb",13021,"Bibb, Georgia, US","03-28-2020"
"28353","Georgia","US","3/28/20 23:05",0,0,0,32.43829035,-83.33035166,0,"Bleckley",13023,"Bleckley, Georgia, US","03-28-2020"
"28378","Colorado","US","3/28/20 23:05",76,1,0,40.09313619,-105.3546767,0,"Boulder",8013,"Boulder, Colorado, US","03-28-2020"
"28395","Georgia","US","3/28/20 23:05",0,0,0,31.19576557,-81.97743999,0,"Brantley",13025,"Brantley, Georgia, US","03-28-2020"
"28413","Georgia","US","3/28/20 23:05",0,0,0,30.83922642,-83.58303423,0,"Brooks",13027,"Brooks, Georgia, US","03-28-2020"
"28416","Colorado","US","3/28/20 23:05",13,0,0,39.95998787,-105.0566324,0,"Broomfield",8014,"Broomfield, Colorado, US","03-28-2020"
"28430","Georgia","US","3/28/20 23:05",6,0,0,32.00979311,-81.44002948,0,"Bryan",13029,"Bryan, Georgia, US","03-28-2020"
"28443","Georgia","US","3/28/20 23:05",0,0,0,32.39577406,-81.74811421,0,"Bulloch",13031,"Bulloch, Georgia, US","03-28-2020"
"28447","Georgia","US","3/28/20 23:05",3,0,0,33.05917989,-81.99928721,0,"Burke",13033,"Burke, Georgia, US","03-28-2020"
"28467","Georgia","US","3/28/20 23:05",5,0,0,33.2830945,-83.9543504,0,"Butts",13035,"Butts, Georgia, US","03-28-2020"
"28484","Georgia","US","3/28/20 23:05",2,0,0,31.53169785,-84.62725131,0,"Calhoun",13037,"Calhoun, Georgia, US","03-28-2020"
"28499","Georgia","US","3/28/20 23:05",2,0,0,30.92951916,-81.66601818,0,"Camden",13039,"Camden, Georgia, US","03-28-2020"
"28513","Georgia","US","3/28/20 23:05",0,0,0,32.40209349,-82.07702563,0,"Candler",13043,"Candler, Georgia, US","03-28-2020"
"28528","Georgia","US","3/28/20 23:05",64,0,0,33.58138199,-85.07976677,0,"Carroll",13045,"Carroll, Georgia, US","03-28-2020"
"28565","Georgia","US","3/28/20 23:05",1,0,0,34.89872298,-85.13757014,0,"Catoosa",13047,"Catoosa, Georgia, US","03-28-2020"
"28576","Colorado","US","3/28/20 23:05",5,1,0,38.74745778,-106.1926573,0,"Chaffee",8015,"Chaffee, Colorado, US","03-28-2020"
"28590","Georgia","US","3/28/20 23:05",1,0,0,30.78371028,-82.13951596,0,"Charlton",13049,"Charlton, Georgia, US","03-28-2020"
"28593","Georgia","US","3/28/20 23:05",15,0,0,32.00043026,-81.12489526,0,"Chatham",13051,"Chatham, Georgia, US","03-28-2020"
"28595","Georgia","US","3/28/20 23:05",1,0,0,32.34341231,-84.78809239,0,"Chattahoochee",13053,"Chattahoochee, Georgia, US","03-28-2020"
"28596","Georgia","US","3/28/20 23:05",1,0,0,34.47197698,-85.34535662,0,"Chattooga",13055,"Chattooga, Georgia, US","03-28-2020"
"28606","Georgia","US","3/28/20 23:05",52,1,0,34.24393976,-84.47431861,0,"Cherokee",13057,"Cherokee, Georgia, US","03-28-2020"
"28621","Colorado","US","3/28/20 23:05",0,0,0,38.82777431,-102.6032558,0,"Cheyenne",8017,"Cheyenne, Colorado, US","03-28-2020"
"28667","Georgia","US","3/28/20 23:05",35,2,0,33.95436462,-83.37124007,0,"Clarke",13059,"Clarke, Georgia, US","03-28-2020"
"28675","Georgia","US","3/28/20 23:05",0,0,0,31.62221166,-84.97713865,0,"Clay",13061,"Clay, Georgia, US","03-28-2020"
"28690","Georgia","US","3/28/20 23:05",57,1,0,33.54187245,-84.35594188,0,"Clayton",13063,"Clayton, Georgia, US","03-28-2020"
"28692","Colorado","US","3/28/20 23:05",3,0,0,39.68864463,-105.6463118,0,"Clear Creek",8019,"Clear Creek, Colorado, US","03-28-2020"
"28702","Georgia","US","3/28/20 23:05",1,0,0,30.91395822,-82.70432472,0,"Clinch",13065,"Clinch, Georgia, US","03-28-2020"
"28715","Georgia","US","3/28/20 23:05",181,8,0,33.94243204,-84.5761255,0,"Cobb",13067,"Cobb, Georgia, US","03-28-2020"
"28722","Georgia","US","3/28/20 23:05",3,0,0,31.54892966,-82.8549206,0,"Coffee",13069,"Coffee, Georgia, US","03-28-2020"
"28738","Georgia","US","3/28/20 23:05",5,0,0,31.18810588,-83.7677946,0,"Colquitt",13071,"Colquitt, Georgia, US","03-28-2020"
"28741","Georgia","US","3/28/20 23:05",12,0,0,33.54534185,-82.263524,0,"Columbia",13073,"Columbia, Georgia, US","03-28-2020"
"28757","Colorado","US","3/28/20 23:05",0,0,0,37.201606,-106.1917488,0,"Conejos",8021,"Conejos, Colorado, US","03-28-2020"
"28761","Georgia","US","3/28/20 23:05",0,0,0,31.16068491,-83.42947229,0,"Cook",13075,"Cook, Georgia, US","03-28-2020"
"28774","Colorado","US","3/28/20 23:05",1,0,0,37.27732493,-105.4276548,0,"Costilla",8023,"Costilla, Colorado, US","03-28-2020"
"28781","Georgia","US","3/28/20 23:05",19,2,0,33.35334302,-84.76129976,0,"Coweta",13077,"Coweta, Georgia, US","03-28-2020"
"28790","Georgia","US","3/28/20 23:05",0,0,0,32.71391813,-83.98061238,0,"Crawford",13079,"Crawford, Georgia, US","03-28-2020"
"28802","Georgia","US","3/28/20 23:05",5,0,0,31.92289565,-83.76811843,0,"Crisp",13081,"Crisp, Georgia, US","03-28-2020"
"28812","Colorado","US","3/28/20 23:05",1,1,0,38.32608609,-103.7844965,0,"Crowley",8025,"Crowley, Colorado, US","03-28-2020"
"28828","Colorado","US","3/28/20 23:05",0,0,0,38.10883162,-105.3683478,0,"Custer",8027,"Custer, Colorado, US","03-28-2020"
"28835","Georgia","US","3/28/20 23:05",0,0,0,34.8549167,-85.50490424,0,"Dade",13083,"Dade, Georgia, US","03-28-2020"
"28864","Georgia","US","3/28/20 23:05",2,0,0,34.44244079,-84.16964071,0,"Dawson",13085,"Dawson, Georgia, US","03-28-2020"
"28873","Georgia","US","3/28/20 23:05",240,2,0,33.76944049,-84.22396017,0,"DeKalb",13089,"DeKalb, Georgia, US","03-28-2020"
"28883","Georgia","US","3/28/20 23:05",3,0,0,30.87967778,-84.57619536,0,"Decatur",13087,"Decatur, Georgia, US","03-28-2020"
"28897","Colorado","US","3/28/20 23:05",2,0,0,38.86246243,-107.8631342,0,"Delta",8029,"Delta, Colorado, US","03-28-2020"
"28903","Colorado","US","3/28/20 23:05",312,3,0,39.76018276,-104.8725695,0,"Denver",8031,"Denver, Colorado, US","03-28-2020"
"28927","Georgia","US","3/28/20 23:05",1,0,0,32.17265114,-83.16948926,0,"Dodge",13091,"Dodge, Georgia, US","03-28-2020"
"28931","Colorado","US","3/28/20 23:05",0,0,0,37.75208676,-108.5211585,0,"Dolores",8033,"Dolores, Colorado, US","03-28-2020"
"28935","Georgia","US","3/28/20 23:05",0,0,0,32.15630737,-83.79746561,0,"Dooly",13093,"Dooly, Georgia, US","03-28-2020"
"28939","Georgia","US","3/28/20 23:05",205,13,0,31.53328528,-84.21722377,0,"Dougherty",13095,"Dougherty, Georgia, US","03-28-2020"
